1539273614,8544
1539273619,8413
1539273674,8845
1539273734,7984
1539273794,8079
1539273854,8206
1539273914,7797
1539273974,9171
1539274034,7047
1539274094,5038
1539274154,9355
1539274214,7453
1539274274,8515
1539274334,10619
1539274394,6390
1539274412,7145
1539274413,7145
1539274454,8531
1539274514,4999
1539274574,5032
1539274634,8728
1539274694,8893
1539274754,8694
1539274814,8030
1539274874,8675
1539274934,11701
1539274994,10072
1539275054,6326
1539275114,4928
1539275174,8773
1539275234,4997
1539275294,7419
1539275354,4937
1539275382,5043
1539275414,0
1539275534,4821
1539275594,8148
1539275654,6977
1539275714,9058
1539275774,7184
1539275834,9417
1539275894,7254
1539275954,7941
1539276074,8385
1539276113,8779
1539276134,9180
1539276254,8028
1539277873,7574
1539277933,9514
1539277993,7787
1539278053,7488
1539278113,5851
1539278173,9028
1539278233,8041
1539278293,7096
1539278353,8836
1539278398,8143
1539278413,8999
1539278432,8715
1539278473,8504
1539278533,8148
1539278551,4993
1539278593,8484
1539278653,9362
1539278713,10944
1539278773,7029
1539278833,5266
1539278893,6402
1539278953,7710
1539279013,9349
1539279073,5701
1539279133,6097
1539279150,8133
1539279193,5372
1539279253,5218
1539279306,5198
1539279313,5051
1539279373,6094
1539279433,5361
1539279493,10011
1539279553,4964
1539279613,5071
1539279624,8007
1539279625,8007
1539279673,4978
1539279722,5013
1539279733,0
1539280213,5047
1539280273,5034
1539280333,4953
1539280340,5003
1539280813,4989
1539280840,5071
1539281473,5150
1539281533,5129
1539281543,4685
1539282193,10862
1539282224,4996
1539282286,4980
1539283443,0
1539283444,0
1539283453,4828
1539283513,11600
1539283573,10389
1539283633,5007
1539283693,7643
1539283753,8942
1539283813,10437
1539283873,8694
1539283933,10220
1539283993,9328
1539284053,8540
1539284113,7694
1539284173,8809
1539284233,9318
1539284293,8971
1539284353,8950
1539284413,6754
1539284473,8944
1539284533,9267
1539284593,11379
1539284653,5485
1539284713,6643
1539284773,7473
1539284833,6808
1539284893,5049
1539284953,8614
1539285013,10987
1539285073,7435
1539285133,10521
1539285193,8862
1539285253,10656
1539285313,9326
1539285373,9352
1539285433,10039
1539285493,9899
1539285553,5025
1539285613,5007
1539285651,6394
1539285652,6394
1539285673,11517
1539285733,11024
1539285793,9658
1539285853,10964
1539285913,8795
1539285973,8945
1539286033,9992
1539286093,10194
1539286153,9993
1539286213,10173
1539286273,10428
1539286333,8808
1539286393,13330
1539286453,8728
1539286513,8407
1539286573,5503
1539286633,4501
1539286693,5017
1539286753,4990
1539286813,8077
1539286873,7287
1539286933,4989
1539286993,10874
1539287053,10034
1539287113,9669
1539287173,9002
1539287233,4911
1539287293,8759
1539287353,4784
1539287413,10959
1539287473,7321
1539287533,8947
1539287593,10255
1539287653,12390
1539287713,8985
1539287773,8823
1539287833,6937
1539287842,5064
1539287843,2701
1539287893,11835
1539287953,9052
1539288013,8929
1539288073,7681
1539288133,8027
1539288193,4969
1539288253,9432
1539288313,7720
1539288373,10160
1539288433,6382
1539288493,7965
1539288553,8941
1539288613,7807
1539288673,8517
1539288711,5048
1539288722,8179
1539288733,5021
1539288853,4807
1539288913,4960
1539288973,9116
1539289033,6511
1539289093,12159
1539289153,4970
1539289213,11337
1539289273,9155
1539289333,8594
1539289393,11584
1539289453,5043
1539289513,9461
1539289573,11368
1539289633,11133
1539289693,9015
1539289753,10018
1539289813,8190
1539289873,8881
1539289933,9400
1539289993,12005
1539290053,8889
1539290095,4974
1539290113,0
1539291673,5271
1539291733,11177
1539291793,5049
1539291853,10429
1539291913,4865
1539291973,10537
1539292033,8905
1539292093,9498
1539292153,8813
1539292213,9304
1539292273,11558
1539292333,11159
1539292393,9704
1539292413,4972
1539292414,4972
1539292453,10457
1539292513,5062
1539292573,10816
1539292633,5059
1539292693,7132
1539292753,10602
1539292813,5045
1539292873,8875
1539292993,8388
1539293053,9653
1539293113,9165
1539293233,7794
1539294372,11893
1539294492,8991
1539294552,8540
1539294612,9110
1539294672,8426
1539294732,8182
1539294792,8392
1539294852,9530
1539294912,8639
1539294972,8456
1539295032,9620
1539295092,8486
1539295152,5268
1539295212,8337
1539295272,8796
1539295332,7774
1539295392,7274
1539295452,8058
1539295572,8541
1539295632,9882
1539295692,9486
1539295752,8297
1539295812,6545
1539295872,5015
1539295932,5010
1539295992,5875
1539296052,5045
1539296112,5031
1539296172,4856
1539296232,5665
1539296243,5058
1539296292,0
1539296592,5387
1539296652,5841
1539296712,5146
1539296772,4974
1539296832,5064
1539296892,5017
1539296952,5258
1539297012,4973
1539297072,4746
1539297095,4851
1539298029,4968
1539298032,4968
1539298332,4975
1539298392,4987
1539298452,4962
1539298512,5036
1539298572,4948
